country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Maharashtra,Pune,"Hadapsar, Pune - IITM","26-11-2025 13:00:00",18.501793,73.927532,PM10,NA,NA,NA
India,Maharashtra,Pune,"Hadapsar, Pune - IITM","26-11-2025 13:00:00",18.501793,73.927532,CO,8,32,23
India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB","26-11-2025 13:00:00",20.021503,73.813844,NO2,4,35,14
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB","26-11-2025 13:00:00",19.9591346,73.7788008,PM10,54,133,93
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB","26-11-2025 13:00:00",19.173852,77.296291,NO2,NA,NA,NA
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB","26-11-2025 13:00:00",19.173852,77.296291,NH3,4,5,4
India,Meghalaya,Shillong,"Lumpyngngad, Shillong - Meghalaya PCB","26-11-2025 13:00:00",25.5586,91.8985,OZONE,2,18,5
India,Nagaland,Kohima,"PWD Junction, Kohima - NPCB","26-11-2025 13:00:00",25.6635413,94.0989878,NH3,1,1,1
India,Odisha,Angul,"Hakimapada, Angul - OSPCB","26-11-2025 13:00:00",20.832874,85.104082,PM10,163,319,224
India,Odisha,Angul,"Hakimapada, Angul - OSPCB","26-11-2025 13:00:00",20.832874,85.104082,NO2,20,65,35
India,Odisha,Angul,"Hakimapada, Angul - OSPCB","26-11-2025 13:00:00",20.832874,85.104082,OZONE,6,158,57
India,Odisha,Balasore,"Kalidaspur, Balasore - OSPCB","26-11-2025 13:00:00",21.51161,86.89088,NO2,9,124,35
India,Odisha,Balasore,"Kalidaspur, Balasore - OSPCB","26-11-2025 13:00:00",21.51161,86.89088,NH3,1,3,2
India,Odisha,Barbil,"Forest Office, Barbil - OSPCB","26-11-2025 13:00:00",22.1166054,85.3945546,NO2,7,72,26
India,Odisha,Barbil,"Forest Office, Barbil - OSPCB","26-11-2025 13:00:00",22.1166054,85.3945546,OZONE,4,86,36
India,Odisha,Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB","26-11-2025 13:00:00",22.265816,86.174829,NH3,2,2,2
India,Odisha,Rourkela,"Fertilizer Township, Rourkela - OSPCB","26-11-2025 13:00:00",22.18972222,84.86277778,NO2,11,11,11
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB","26-11-2025 13:00:00",22.220833,84.809444,PM2.5,59,242,135
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB","26-11-2025 13:00:00",22.220833,84.809444,CO,45,101,64
India,Odisha,Rourkela,"Sector-2, Rourkela - OSPCB","26-11-2025 13:00:00",22.24500000,84.88111111,PM2.5,48,73,59
India,Odisha,Rourkela,"Sector-2, Rourkela - OSPCB","26-11-2025 13:00:00",22.24500000,84.88111111,PM10,44,100,60
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB","26-11-2025 13:00:00",20.9360711,85.1707021,PM2.5,55,372,247
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB","26-11-2025 13:00:00",20.9360711,85.1707021,PM10,101,330,214
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB","26-11-2025 13:00:00",20.9360711,85.1707021,NH3,5,7,6
India,Maharashtra,Pune,"Katraj Dairy, Pune - MPCB","26-11-2025 13:00:00",18.454450,73.854155,SO2,4,5,4
India,Maharashtra,Pune,"Katraj Dairy, Pune - MPCB","26-11-2025 13:00:00",18.454450,73.854155,CO,17,115,50
India,Maharashtra,Pune,"Mhada Colony, Pune - IITM","26-11-2025 13:00:00",18.573040,73.927715,PM2.5,69,313,207
India,Maharashtra,Pune,"Panchawati_Pashan, Pune - IITM","26-11-2025 13:00:00",18.536457,73.805454,OZONE,1,39,29
India,Maharashtra,Pune,"Revenue Colony-Shivajinagar, Pune - IITM","26-11-2025 13:00:00",18.530085,73.849598,PM2.5,NA,NA,NA
India,Maharashtra,Pune,"Revenue Colony-Shivajinagar, Pune - IITM","26-11-2025 13:00:00",18.530085,73.849598,CO,55,134,84
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB","26-11-2025 13:00:00",18.547056,73.826908,NO2,2,35,16
India,Maharashtra,Pune,"Transport Nagar-Nigdi, Pune - IITM","26-11-2025 13:00:00",18.664282,73.763966,PM2.5,42,145,91
India,Maharashtra,Pune,"Transport Nagar-Nigdi, Pune - IITM","26-11-2025 13:00:00",18.664282,73.763966,OZONE,6,70,31
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB","26-11-2025 13:00:00",17.6336264,75.9132495,OZONE,29,95,53
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB","26-11-2025 13:00:00",17.65439,75.90649,SO2,1,7,3
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB","26-11-2025 13:00:00",17.65439,75.90649,CO,18,60,30
India,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB","26-11-2025 13:00:00",19.26777,72.97182,PM2.5,52,134,90
India,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB","26-11-2025 13:00:00",19.26777,72.97182,NH3,1,13,5
India,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB","26-11-2025 13:00:00",19.26777,72.97182,SO2,5,15,9
India,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB","26-11-2025 13:00:00",19.26777,72.97182,CO,14,52,30
India,Odisha,Tensa,"Barsua Iron Ore Mines, Tensa - OSPCB","26-11-2025 13:00:00",21.869985,85.167016,SO2,16,108,29
India,Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC","26-11-2025 13:00:00",11.9309,79.8027,PM10,44,90,68
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB","26-11-2025 13:00:00",31.620000,74.876512,SO2,13,53,20
India,Punjab,Bathinda,"Hardev Nagar, Bathinda - PPCB","26-11-2025 13:00:00",30.233011,74.907758,PM2.5,39,260,149
India,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB","26-11-2025 13:00:00",31.321907,75.578914,NH3,4,6,6
India,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB","26-11-2025 13:00:00",21.8004996,83.8396977,NH3,8,16,11
India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB","26-11-2025 13:00:00",20.94185,86.11510,PM2.5,167,345,282
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB","26-11-2025 13:00:00","20.48891     ","85.84768     ",SO2,3,15,7
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB","26-11-2025 13:00:00",21.643900,85.599355,PM10,110,192,148
India,Odisha,Nayagarh,"Dabuna, Nayagarh - OSPCB","26-11-2025 13:00:00",21.847279,85.416905,NO2,4,8,6
India,Odisha,Baripada,"Meher Colony, Baripada - OSPCB","26-11-2025 13:00:00",21.941841,86.728318,PM10,117,177,143
India,Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB","26-11-2025 13:00:00",20.240790,85.836784,OZONE,20,301,218
India,Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB","26-11-2025 13:00:00",20.34652,85.81630,NH3,5,7,6
India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB","26-11-2025 13:00:00",22.06156703,85.47409613,PM10,97,139,125
India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB","26-11-2025 13:00:00",22.06156703,85.47409613,NO2,6,7,6
India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB","26-11-2025 13:00:00",22.06156703,85.47409613,CO,30,64,43
India,Punjab,"Mandi Gobindgarh","RIMT University, Mandi Gobindgarh - PPCB","26-11-2025 13:00:00",30.649961,76.331442,PM2.5,113,347,224
India,Punjab,"Mandi Gobindgarh","RIMT University, Mandi Gobindgarh - PPCB","26-11-2025 13:00:00",30.649961,76.331442,NO2,23,24,24
India,Punjab,Patiala,"Model Town, Patiala - PPCB","26-11-2025 13:00:00",30.349388,76.366642,PM10,109,187,127
India,Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements","26-11-2025 13:00:00",31.0325454,76.5623046,NO2,1,6,4
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB","26-11-2025 13:00:00",19.222279,72.957979,CO,37,66,58
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB","26-11-2025 13:00:00",19.235581,73.159121,SO2,5,27,12
India,Meghalaya,Shillong,"Lumpyngngad, Shillong - Meghalaya PCB","26-11-2025 13:00:00",25.5586,91.8985,SO2,6,10,7
India,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB","26-11-2025 13:00:00",26.912329,70.909168,SO2,3,5,4
India,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB","26-11-2025 13:00:00",26.912329,70.909168,CO,20,46,27
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB","26-11-2025 13:00:00",25.344694,72.626208,PM2.5,82,263,155
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB","26-11-2025 13:00:00",25.344694,72.626208,SO2,2,15,6
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB","26-11-2025 13:00:00",24.588397,76.172782,PM2.5,58,95,77
India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB","26-11-2025 13:00:00",28.108988,75.386577,NH3,2,14,8
India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB","26-11-2025 13:00:00",28.108988,75.386577,OZONE,1,124,53
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB","26-11-2025 13:00:00",26.268249,73.0193853,PM10,86,442,171
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB","26-11-2025 13:00:00",26.268249,73.0193853,NO2,6,13,9
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB","26-11-2025 13:00:00",26.295810,73.082283,PM2.5,NA,NA,NA
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB","26-11-2025 13:00:00",26.295810,73.082283,PM10,73,274,124
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB","26-11-2025 13:00:00",26.295810,73.082283,NO2,12,119,37
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB","26-11-2025 13:00:00",26.295810,73.082283,NH3,4,10,6
India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB","26-11-2025 13:00:00",26.215415,73.070156,CO,19,51,24
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB","26-11-2025 13:00:00",26.358805,73.047444,PM2.5,62,200,104
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB","26-11-2025 13:00:00",26.358805,73.047444,NO2,11,41,22
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB","26-11-2025 13:00:00",26.253384,72.976571,PM10,89,500,164
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB","26-11-2025 13:00:00",26.253384,72.976571,OZONE,30,164,164
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB","26-11-2025 13:00:00",28.018792,73.292658,NO2,31,168,79
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB","26-11-2025 13:00:00",28.018792,73.292658,OZONE,1,104,82
India,Rajasthan,Bundi,"New Colony, Bundi - RSPCB","26-11-2025 13:00:00",25.435774,75.644272,PM10,61,139,94
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB","26-11-2025 13:00:00",24.892047,74.623527,PM2.5,50,325,122
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB","26-11-2025 13:00:00",28.296139,74.961696,PM10,105,464,217
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB","26-11-2025 13:00:00",26.895552,76.334753,NO2,15,106,47
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB","26-11-2025 13:00:00",26.895552,76.334753,SO2,5,17,7
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB","26-11-2025 13:00:00",26.470859,74.646594,NH3,2,4,2
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB","26-11-2025 13:00:00",26.470859,74.646594,OZONE,7,135,82
India,Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB","26-11-2025 13:00:00",23.555190,74.440010,NH3,4,8,6
India,Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB","26-11-2025 13:00:00",23.555190,74.440010,SO2,6,23,10
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB","26-11-2025 13:00:00",25.106006,76.469948,NH3,6,8,7
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB","26-11-2025 13:00:00",25.106006,76.469948,CO,20,37,26
India,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB","26-11-2025 13:00:00",25.747299,71.393989,PM2.5,70,210,115
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB","26-11-2025 13:00:00",26.699557,77.898881,PM2.5,68,368,170
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB","26-11-2025 13:00:00",26.699557,77.898881,SO2,1,32,19
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB","26-11-2025 13:00:00",29.610750,74.283608,PM2.5,43,346,191
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB","26-11-2025 13:00:00",29.610750,74.283608,PM10,73,386,163
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB","26-11-2025 13:00:00",29.610750,74.283608,SO2,5,29,12
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB","26-11-2025 13:00:00",26.902909,75.836858,PM2.5,92,249,161
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB","26-11-2025 13:00:00",27.215415,77.50873,PM10,80,273,145
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB","26-11-2025 13:00:00",25.339605,74.618883,CO,25,82,31
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB","26-11-2025 13:00:00",28.194909,76.862296,NH3,6,23,13
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB","26-11-2025 13:00:00",28.194909,76.862296,SO2,4,22,10
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB","26-11-2025 13:00:00",28.194909,76.862296,CO,30,88,66
India,Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB","26-11-2025 13:00:00",27.213494,73.734444,OZONE,23,97,62
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB","26-11-2025 13:00:00",25.771061," 73.340227",NH3,7,12,9
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB","26-11-2025 13:00:00",25.771061," 73.340227",SO2,8,14,11
India,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB","26-11-2025 13:00:00",24.041198,74.780702,PM2.5,87,153,116
India,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB","26-11-2025 13:00:00",24.041198,74.780702,SO2,1,8,4
India,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB","26-11-2025 13:00:00",26.506177,77.025989,CO,7,98,30
India,Rajasthan,Kota,"Nayapura, Kota - RSPCB","26-11-2025 13:00:00",25.196024,75.855668,OZONE,6,165,157
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB","26-11-2025 13:00:00",25.14389,75.821256,PM2.5,153,285,240
India,Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB","26-11-2025 13:00:00",27.213494,73.734444,NH3,6,10,7
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB","26-11-2025 13:00:00",26.843698,75.766894,SO2,4,10,7
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB","26-11-2025 13:00:00",26.843698,75.766894,CO,28,118,68
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB","26-11-2025 13:00:00",26.786682,75.827928,PM2.5,58,343,173
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB","26-11-2025 13:00:00",26.786682,75.827928,NO2,20,156,70
India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB","26-11-2025 13:00:00",26.960669,75.771817,SO2,1,7,3
India,Rajasthan,"Sawai Madhopur","Sahu Nagar, Sawai Madhopur - RSPCB","26-11-2025 13:00:00",26.031443,76.359327,CO,2,101,28
India,Rajasthan,"Sawai Madhopur","Sahu Nagar, Sawai Madhopur - RSPCB","26-11-2025 13:00:00",26.031443,76.359327,OZONE,5,122,45
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB","26-11-2025 13:00:00",27.608912,75.153302,PM10,93,386,176
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB","26-11-2025 13:00:00",24.885261,72.857549,PM2.5,88,207,137
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB","26-11-2025 13:00:00",24.885261,72.857549,PM10,98,158,122
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB","26-11-2025 13:00:00",24.885261,72.857549,NO2,15,74,29
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB","26-11-2025 13:00:00",24.885261,72.857549,OZONE,57,136,85
India,Rajasthan,"Sri Ganganagar","Old City, Sri Ganganagar - RSPCB","26-11-2025 13:00:00",29.931624,73.864511,SO2,2,12,6
India,Rajasthan,"Sri Ganganagar","Old City, Sri Ganganagar - RSPCB","26-11-2025 13:00:00",29.931624,73.864511,CO,34,165,93
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB","26-11-2025 13:00:00",26.159933,75.780517,PM10,119,500,241
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB","26-11-2025 13:00:00",26.159933,75.780517,NH3,7,14,11
India,TamilNadu,Ooty,"Bombay Castel, Ooty - TNPCB","26-11-2025 13:00:00",11.4068288,76.7138973,PM10,15,124,46
India,TamilNadu,Ooty,"Bombay Castel, Ooty - TNPCB","26-11-2025 13:00:00",11.4068288,76.7138973,NO2,2,4,3
India,TamilNadu,Ooty,"Bombay Castel, Ooty - TNPCB","26-11-2025 13:00:00",11.4068288,76.7138973,SO2,14,16,15
India,TamilNadu,Ooty,"Bombay Castel, Ooty - TNPCB","26-11-2025 13:00:00",11.4068288,76.7138973,OZONE,5,6,5
India,TamilNadu,Palkalaiperur,"Bharathidasan University, Palkalaiperur - TNPCB","26-11-2025 13:00:00",10.681158,78.741746,PM10,17,45,33
India,TamilNadu,Palkalaiperur,"Bharathidasan University, Palkalaiperur - TNPCB","26-11-2025 13:00:00",10.681158,78.741746,NH3,1,2,1
India,TamilNadu,Pudukottai,"SIPCOT Nathampannai, Pudukottai - TNPCB","26-11-2025 13:00:00",10.423417,78.784889,NH3,2,3,3
India,TamilNadu,Ramanathapuram,"Chalai Bazaar, Ramanathapuram - TNPCB","26-11-2025 13:00:00",9.36399,78.831977,SO2,13,18,14
India,TamilNadu,Ramanathapuram,"Chalai Bazaar, Ramanathapuram - TNPCB","26-11-2025 13:00:00",9.36399,78.831977,CO,20,30,25
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB","26-11-2025 13:00:00",12.9533,80.2357,OZONE,5,32,7
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB","26-11-2025 13:00:00",13.0052189,80.2398125,SO2,14,16,14
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB","26-11-2025 13:00:00",10.942451,76.978996,PM2.5,37,237,132
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB","26-11-2025 13:00:00",10.942451,76.978996,PM10,NA,NA,NA
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB","26-11-2025 13:00:00",10.942451,76.978996,NH3,1,2,1
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB","26-11-2025 13:00:00",10.942451,76.978996,OZONE,1,31,12
India,TamilNadu,Cuddalore,"Kudikadu, Cuddalore - TNPCB","26-11-2025 13:00:00",11.6829898,79.7532099,SO2,19,20,19
India,TamilNadu,Cuddalore,"Semmandalam, Cuddalore - TNPCB","26-11-2025 13:00:00",11.7637683,79.7499835,PM2.5,53,193,112
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB","26-11-2025 13:00:00",24.5886166,73.6321397,NO2,8,83,44
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB","26-11-2025 13:00:00",24.5886166,73.6321397,NH3,5,26,11
India,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB","26-11-2025 13:00:00",27.338530,88.614099,NH3,1,13,2
India,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB","26-11-2025 13:00:00",27.338530,88.614099,SO2,1,1,1
India,TamilNadu,Ariyalur,"Keelapalur, Ariyalur - TNPCB","26-11-2025 13:00:00",11.06825,79.07033,NO2,9,9,9
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB","26-11-2025 13:00:00",12.9099161,80.1076538,PM2.5,NA,NA,NA
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB","26-11-2025 13:00:00",12.9099161,80.1076538,CO,18,33,22
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB","26-11-2025 13:00:00",17.518400,78.278777,NH3,2,7,4
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB","26-11-2025 13:00:00",17.5316895,78.218939,PM2.5,NA,NA,NA
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB","26-11-2025 13:00:00",17.5316895,78.218939,NH3,NA,NA,NA
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB","26-11-2025 13:00:00",17.5316895,78.218939,OZONE,16,27,20
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB","26-11-2025 13:00:00",17.393559,78.339194,PM2.5,42,56,48
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB","26-11-2025 13:00:00",17.393559,78.339194,NO2,14,16,16
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB","26-11-2025 13:00:00",17.544899,78.486949,NH3,5,6,5
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB","26-11-2025 13:00:00",17.544899,78.486949,SO2,8,11,9
India,TamilNadu,Thoothukudi,"Meelavittan, Thoothukudi - TNPCB","26-11-2025 13:00:00","8.816428 ",78.099039,CO,18,76,43
India,TamilNadu,Thoothukudi,"Meelavittan, Thoothukudi - TNPCB","26-11-2025 13:00:00","8.816428 ",78.099039,OZONE,23,35,29
India,TamilNadu,Tirunelveli,"Municipal Corporation Office, Tirunelveli - TNPCB","26-11-2025 13:00:00",8.728442,77.6962,PM10,NA,NA,NA
India,TamilNadu,Tirupur,"Kumaran College, Tirupur - TNPCB","26-11-2025 13:00:00",11.0973603,77.3228673,PM2.5,65,338,149
India,TamilNadu,Tirupur,"Kumaran College, Tirupur - TNPCB","26-11-2025 13:00:00",11.0973603,77.3228673,PM10,70,255,122
India,TamilNadu,Virudhunagar,"Collectorate Office, Virudhunagar - TNPCB","26-11-2025 13:00:00",9.559382,77.948828,PM2.5,NA,NA,NA
India,TamilNadu,Virudhunagar,"Collectorate Office, Virudhunagar - TNPCB","26-11-2025 13:00:00",9.559382,77.948828,NO2,NA,NA,NA
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB","26-11-2025 13:00:00",17.540891,78.358528,NO2,23,47,38
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB","26-11-2025 13:00:00",17.460103,78.334361,PM2.5,61,138,103
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB","26-11-2025 13:00:00",17.460103,78.334361,NH3,2,5,3
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB","26-11-2025 13:00:00",12.9099161,80.1076538,OZONE,3,5,3
India,TamilNadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB","26-11-2025 13:00:00",13.218341,80.32027,PM2.5,51,137,88
India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB","26-11-2025 13:00:00",13.1278,80.2642,NH3,4,7,6
India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB","26-11-2025 13:00:00",13.1278,80.2642,CO,5,57,26
India,TamilNadu,Chennai,"Manali, Chennai - CPCB","26-11-2025 13:00:00",13.164544,80.26285,OZONE,10,18,10
India,TamilNadu,Dindigul,"Mendonsa Colony, Dindigul - TNPCB","26-11-2025 13:00:00",10.358535,77.984321,SO2,20,24,22
India,TamilNadu,Karur,"Kamadenu Nagar, Karur - TNPCB","26-11-2025 13:00:00",10.967820,78.080882,PM2.5,53,117,79
India,TamilNadu,Karur,"Kamadenu Nagar, Karur - TNPCB","26-11-2025 13:00:00",10.967820,78.080882,NH3,3,3,3
India,TamilNadu,Madurai,"Uchapatti, Madurai - TNPCB","26-11-2025 13:00:00",9.865935,78.022669,NO2,16,16,16
India,TamilNadu,Madurai,"Uchapatti, Madurai - TNPCB","26-11-2025 13:00:00",9.865935,78.022669,OZONE,1,1,1
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB","26-11-2025 13:00:00",27.19412,77.96237,PM10,114,467,172
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB","26-11-2025 13:00:00",27.19412,77.96237,NH3,7,8,7
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB","26-11-2025 13:00:00",27.19412,77.96237,OZONE,5,12,6
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB","26-11-2025 13:00:00",27.169338,78.03582,PM10,116,272,175
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB","26-11-2025 13:00:00",27.169338,78.03582,NO2,20,21,20
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB","26-11-2025 13:00:00",27.169338,78.03582,CO,20,106,35
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB","26-11-2025 13:00:00",27.169338,78.03582,OZONE,1,20,12
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB","26-11-2025 13:00:00",27.19862,77.92066,SO2,12,23,18
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB","26-11-2025 13:00:00",28.964949,77.278761,PM10,171,413,246
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB","26-11-2025 13:00:00",28.964949,77.278761,NO2,23,121,89
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB","26-11-2025 13:00:00",28.964949,77.278761,NH3,2,13,8
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB","26-11-2025 13:00:00",28.359581,79.414455,PM2.5,10,94,45
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB","26-11-2025 13:00:00",28.359581,79.414455,PM10,48,88,71
India,Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB","26-11-2025 13:00:00",28.38910936,79.42963708,NO2,9,10,9
